round,boxer,punch_type,outcome,mayweather,pacquiao,jab,power,landed,missed
3,Pacquiao,power,missed,0,1,0,1,0,1
3,Pacquiao,power,missed,0,1,0,1,0,1
3,Pacquiao,power,missed,0,1,0,1,0,1
3,Pacquiao,power,missed,0,1,0,1,0,1
3,Pacquiao,power,missed,0,1,0,1,0,1
3,Pacquiao,power,missed,0,1,0,1,0,1
3,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,jab,missed,0,1,1,0,0,1
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,landed,0,1,0,1,1,0
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
4,Pacquiao,power,missed,0,1,0,1,0,1
5,Pacquiao,jab,landed,0,1,1,0,1,0
5,Pacquiao,jab,landed,0,1,1,0,1,0
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,jab,missed,0,1,1,0,0,1
5,Pacquiao,power,landed,0,1,0,1,1,0
5,Pacquiao,power,missed,0,1,0,1,0,1
5,Pacquiao,power,missed,0,1,0,1,0,1
5,Pacquiao,power,missed,0,1,0,1,0,1
5,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,jab,landed,0,1,1,0,1,0
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,jab,missed,0,1,1,0,0,1
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,landed,0,1,0,1,1,0
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
6,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,jab,landed,0,1,1,0,1,0
7,Pacquiao,jab,landed,0,1,1,0,1,0
7,Pacquiao,jab,landed,0,1,1,0,1,0
7,Pacquiao,jab,landed,0,1,1,0,1,0
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,jab,missed,0,1,1,0,0,1
7,Pacquiao,power,landed,0,1,0,1,1,0
7,Pacquiao,power,landed,0,1,0,1,1,0
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
7,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,jab,landed,0,1,1,0,1,0
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,jab,missed,0,1,1,0,0,1
8,Pacquiao,power,landed,0,1,0,1,1,0
8,Pacquiao,power,landed,0,1,0,1,1,0
8,Pacquiao,power,landed,0,1,0,1,1,0
8,Pacquiao,power,landed,0,1,0,1,1,0
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
8,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,jab,landed,0,1,1,0,1,0
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,jab,missed,0,1,1,0,0,1
9,Pacquiao,power,landed,0,1,0,1,1,0
9,Pacquiao,power,landed,0,1,0,1,1,0
9,Pacquiao,power,landed,0,1,0,1,1,0
9,Pacquiao,power,landed,0,1,0,1,1,0
9,Pacquiao,power,landed,0,1,0,1,1,0
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
9,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,jab,landed,0,1,1,0,1,0
10,Pacquiao,jab,landed,0,1,1,0,1,0
10,Pacquiao,jab,landed,0,1,1,0,1,0
10,Pacquiao,jab,landed,0,1,1,0,1,0
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,jab,missed,0,1,1,0,0,1
10,Pacquiao,power,landed,0,1,0,1,1,0
10,Pacquiao,power,landed,0,1,0,1,1,0
10,Pacquiao,power,landed,0,1,0,1,1,0
10,Pacquiao,power,landed,0,1,0,1,1,0
10,Pacquiao,power,landed,0,1,0,1,1,0
10,Pacquiao,power,landed,0,1,0,1,1,0
10,Pacquiao,power,landed,0,1,0,1,1,0
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
10,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,jab,missed,0,1,1,0,0,1
11,Pacquiao,power,landed,0,1,0,1,1,0
11,Pacquiao,power,landed,0,1,0,1,1,0
11,Pacquiao,power,landed,0,1,0,1,1,0
11,Pacquiao,power,landed,0,1,0,1,1,0
11,Pacquiao,power,landed,0,1,0,1,1,0
11,Pacquiao,power,landed,0,1,0,1,1,0
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
11,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,jab,landed,0,1,1,0,1,0
12,Pacquiao,jab,landed,0,1,1,0,1,0
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,jab,missed,0,1,1,0,0,1
12,Pacquiao,power,landed,0,1,0,1,1,0
12,Pacquiao,power,landed,0,1,0,1,1,0
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
12,Pacquiao,power,missed,0,1,0,1,0,1
